Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
a,a2305,1.0,DCE,5524.0,5535.0,5473.0,5478.0,72106,3962185400,111647,5494.0,0.12,0.12,6,10,1.0,20230517,5969.0,5085.0,20220519,202305
ag,ag2306,1.0,SHFE,5050.0,5064.0,5025.0,5055.0,625403,47355394035,599781,5047.0,0.12,0.12,3,15,1.0,20230615,5534.0,4527.0,20220616,202306
al,al2304,1.0,SHFE,18325.0,18420.0,18285.0,18375.0,131451,12066648075,182687,18355.0,0.12,0.12,4,5,5.0,20230417,20115.0,16460.0,20220418,202304
AP,AP305,1.0,CZCE,8825.0,8998.0,8825.0,8923.0,177499,1584888571,196742,8929.0,0.1,0.1,2,10,1.0,20230517,9634.0,8042.0,20220519,202305
au,au2306,1.0,SHFE,426.38,426.98,424.56,426.54,96764,41224729640,164756,426.02,0.1,0.1,3,1000,0.02,20230615,458.66,390.72,20220517,202306
b,b2304,1.0,DCE,4418.0,4438.0,4386.0,4407.0,41368,1823025070,31122,4406.0,0.09,0.09,6,10,1.0,20230417,4801.0,4091.0,20220419,202304
bb,bb2304,1.0,DCE,,,,400.0,0,0,0,400.0,0.4,0.4,2,500,0.05,20230417,440.0,360.0,20220419,202304
bc,bc2305,1.0,SHFE,61200.0,61450.0,60880.0,61040.0,6749,2062960400,12558,61130.0,0.12,0.12,4,5,10.0,20230515,66830.0,54680.0,20220517,202305
bu,bu2306,1.0,SHFE,3830.0,3838.0,3730.0,3741.0,400627,15151222150,322195,3781.0,0.15,0.15,6,10,1.0,20230615,4348.0,3347.0,20210616,202306
c,c2305,1.0,DCE,2829.0,2840.0,2828.0,2832.0,159946,4533368530,657328,2834.0,0.12,0.12,6,10,1.0,20230517,3054.0,2602.0,20220519,202305
CF,CF305,1.0,CZCE,14265.0,14355.0,14245.0,14275.0,266903,3815378385,581110,14295.0,0.07,0.07,6,5,5.0,20230517,15120.0,13400.0,20220519,202305
CJ,CJ305,1.0,CZCE,9875.0,9950.0,9820.0,9885.0,14641,144653080,56934,9880.0,0.12,0.12,2,5,5.0,20230517,10890.0,8910.0,20220519,202305
cs,cs2305,1.0,DCE,3080.0,3110.0,3075.0,3096.0,112720,3489804380,169168,3095.0,0.09,0.09,6,10,1.0,20230517,3296.0,2866.0,20220519,202305
cu,cu2304,1.0,SHFE,68970.0,69100.0,68550.0,68660.0,62871,21626883950,139125,68790.0,0.12,0.12,4,5,10.0,20230417,75090.0,61440.0,20220418,202304
CY,CY305,1.0,CZCE,21195.0,21270.0,21115.0,21185.0,1936,41043200,3258,21200.0,0.07,0.07,6,5,5.0,20230517,22400.0,19860.0,20220519,202305
eb,eb2304,1.0,DCE,8377.0,8388.0,8295.0,8365.0,176666,7371232265,127388,8344.0,0.12,0.12,6,5,1.0,20230425,9227.0,7551.0,20220427,202304
eg,eg2305,1.0,DCE,4110.0,4197.0,4102.0,4171.0,375391,15605859220,408428,4157.0,0.12,0.12,6,10,1.0,20230526,4511.0,3691.0,20220527,202305
fb,fb2305,1.0,DCE,1230.0,1231.5,1226.0,1231.0,274,3367965,1494,1229.0,0.1,0.1,2,10,0.5,20230517,1293.0,1170.0,20220519,202305
FG,FG305,1.0,CZCE,1627.0,1636.0,1614.0,1621.0,745051,1210707875,828016,1625.0,0.09,0.09,6,20,1.0,20230517,1757.0,1495.0,20220519,202305
fu,fu2305,1.0,SHFE,2840.0,2845.0,2786.0,2809.0,1194085,33627970160,305702,2816.0,0.15,0.15,6,10,1.0,20230428,3245.0,2498.0,20220505,202305
hc,hc2305,1.0,SHFE,4480.0,4498.0,4424.0,4438.0,373911,16702947920,868640,4467.0,0.13,0.13,6,10,1.0,20230515,4953.0,3972.0,20220517,202305
i,i2305,1.0,DCE,926.0,935.0,922.5,926.5,529439,49151954900,855000,928.0,0.13,0.13,6,100,0.5,20230517,1028.0,825.0,20220519,202305
IC,IC2303,1.0,CFFEX,6218.0,6258.8,6212.0,6228.4,52928,66009465040,50235,6225.8,0.14,0.14,11,200,0.2,20230317,6815.8,5576.6,20220718,202303
IF,IF2303,1.0,CFFEX,4017.2,4024.2,3983.2,3986.4,59629,71616090240,52461,3989.6,0.12,0.12,11,300,0.2,20230317,4392.0,3593.6,20220718,202303
IH,IH2303,1.0,CFFEX,2669.0,2676.6,2646.2,2647.4,40722,32504859060,41880,2650.0,0.12,0.12,11,300,0.2,20230317,2916.6,2386.6,20220718,202303
IM,IM2303,1.0,CFFEX,6800.0,6854.8,6786.8,6807.2,37688,51436067240,32853,6801.6,0.15,0.15,11,200,0.2,20230317,7451.0,6096.6,20220722,202303
j,j2305,1.0,DCE,2853.0,2876.5,2810.0,2818.0,32264,9172844300,36702,2843.0,0.2,0.2,6,100,0.5,20230517,3325.5,2458.5,20220519,202305
jd,jd2305,1.0,DCE,4440.0,4465.0,4423.0,4438.0,74720,3318849110,138870,4441.0,0.09,0.09,2,10,1.0,20230526,4788.0,4080.0,20220527,202305
jm,jm2305,1.0,DCE,1975.0,1978.5,1907.0,1913.0,66273,7720294140,72503,1941.5,0.2,0.2,6,60,0.5,20230517,2289.5,1692.5,20220519,202305
JR,JR305,1.0,CZCE,,,,,0,0,0,2662.0,0.15,0.15,2,20,1.0,20230517,3035.0,2289.0,20220519,202305
l,l2305,1.0,DCE,8153.0,8165.0,8106.0,8111.0,256314,10426801745,379738,8135.0,0.11,0.11,6,5,1.0,20230517,8819.0,7513.0,20220519,202305
lh,lh2305,1.0,DCE,16165.0,16300.0,15910.0,16010.0,29888,7701330320,53813,16100.0,0.15,0.15,2,16,5.0,20230526,17255.0,14705.0,20220527,202305
LR,LR305,1.0,CZCE,,,,,0,0,0,2360.0,0.15,0.15,2,20,1.0,20230517,2691.0,2029.0,20220519,202305
lu,lu2306,1.0,SHFE,3781.0,3829.0,3731.0,3737.0,117443,4435194410,94152,3776.0,0.15,0.15,6,10,1.0,20230531,4308.0,3317.0,20220601,202306
m,m2305,1.0,DCE,3765.0,3784.0,3746.0,3768.0,515445,19400130010,1116080,3763.0,0.1,0.1,6,10,1.0,20230517,4080.0,3476.0,20220519,202305
MA,MA305,1.0,CZCE,2576.0,2588.0,2545.0,2554.0,1307638,3352783832,1278937,2564.0,0.08,0.08,6,10,1.0,20230517,2754.0,2392.0,20220519,202305
ni,ni2304,1.0,SHFE,179300.0,179770.0,176120.0,176560.0,111078,19770559250,68125,177980.0,0.19,0.19,4,1,10.0,20230417,208230.0,147720.0,20220418,202304
nr,nr2306,1.0,SHFE,9700.0,9755.0,9615.0,9640.0,39986,3875437250,64824,9690.0,0.1,0.1,6,10,5.0,20230615,10440.0,8895.0,20220616,202306
OI,OI305,1.0,CZCE,9148.0,9156.0,9010.0,9018.0,402930,3661424910,301337,9087.0,0.09,0.09,6,10,1.0,20230517,9833.0,8375.0,20220519,202305
p,p2305,1.0,DCE,7750.0,7870.0,7750.0,7830.0,565842,44266019000,448405,7822.0,0.12,0.12,6,10,2.0,20230517,8540.0,6988.0,20220519,202305
pb,pb2304,1.0,SHFE,15260.0,15300.0,15230.0,15260.0,31336,2391209025,56203,15260.0,0.14,0.14,4,5,5.0,20230417,17050.0,13395.0,20220418,202304
PF,PF305,1.0,CZCE,7080.0,7118.0,7050.0,7090.0,141840,1004794560,138627,7084.0,0.08,0.08,6,5,2.0,20230517,7652.0,6648.0,20220519,202305
pg,pg2304,1.0,DCE,4740.0,4763.0,4683.0,4691.0,53258,5032625840,37660,4724.0,0.13,0.13,6,20,1.0,20230425,5315.0,4263.0,20220427,202304
PK,PK304,1.0,CZCE,10542.0,10624.0,10500.0,10572.0,42548,449051592,33239,10554.0,0.08,0.08,2,5,2.0,20230417,11292.0,9812.0,20220419,202304
PM,PM305,1.0,CZCE,,,,,0,0,0,3122.0,0.15,0.15,2,50,1.0,20230517,3560.0,2684.0,20220519,202305
pp,pp2305,1.0,DCE,7681.0,7707.0,7617.0,7621.0,354571,13577575025,540003,7658.0,0.11,0.11,6,5,1.0,20230517,8303.0,7073.0,20220519,202305
rb,rb2305,1.0,SHFE,4379.0,4394.0,4318.0,4332.0,1575120,68669355910,1888550,4359.0,0.13,0.13,6,10,1.0,20230515,4852.0,3891.0,20220517,202305
RI,RI305,1.0,CZCE,,,,,0,0,0,2479.0,0.15,0.15,2,20,1.0,20230517,2827.0,2131.0,20220519,202305
RM,RM305,1.0,CZCE,3041.0,3051.0,3012.0,3019.0,531168,1608907872,401728,3029.0,0.09,0.09,6,10,1.0,20230517,3286.0,2798.0,20220519,202305
rr,rr2306,1.0098743267504489,DCE,3372.0,3379.0,3361.0,3364.0,3328,112172580,9997,3370.0,0.06,0.06,6,10,1.0,20230614,3543.0,3207.0,20220616,202306
RS,RS311,1.0,CZCE,,,,,0,0,3,5976.0,0.2,0.2,2,10,1.0,20231114,6574.0,5378.0,20221115,202311
ru,ru2305,1.0,SHFE,11955.0,12075.0,11925.0,11940.0,212841,25554049100,242998,12005.0,0.1,0.1,6,10,5.0,20230515,12905.0,10990.0,20220517,202305
SA,SA305,1.0,CZCE,2831.0,2881.0,2831.0,2855.0,869378,2485551702,583547,2859.0,0.12,0.12,6,20,1.0,20230517,3072.0,2616.0,20220519,202305
sc,sc2304,1.0,SHFE,528.5,536.6,517.5,522.6,142152,75130795000,28183,528.5,0.15,0.15,3,1000,0.1,20230331,604.3,465.2,20220401,202304
SF,SF305,1.0,CZCE,7816.0,7836.0,7720.0,7782.0,162822,1265126940,212991,7770.0,0.12,0.12,2,5,2.0,20230517,8630.0,7058.0,20220519,202305
SM,SM305,1.0,CZCE,7380.0,7386.0,7312.0,7320.0,112455,825194790,199723,7338.0,0.12,0.12,2,5,2.0,20230517,8126.0,6646.0,20220519,202305
sn,sn2304,1.0,SHFE,185110.0,188440.0,185110.0,186300.0,162708,30443384170,68035,187100.0,0.14,0.14,4,1,10.0,20230417,208470.0,163800.0,20220418,202304
sp,sp2305,1.0,SHFE,6134.0,6148.0,6040.0,6126.0,215095,13110261120,170964,6094.0,0.15,0.15,6,10,2.0,20230515,6946.0,5348.0,20220517,202305
SR,SR305,1.0,CZCE,6257.0,6286.0,6186.0,6196.0,586375,3653116250,457035,6230.0,0.07,0.07,6,10,1.0,20230517,6648.0,5894.0,20220519,202305
ss,ss2304,1.0,SHFE,15950.0,16165.0,15850.0,15870.0,118157,9461391025,61790,16010.0,0.14,0.14,4,5,5.0,20230417,17705.0,13910.0,20220418,202304
T,T2306,1.0,CFFEX,100.3,100.3,100.16,100.255,59274,59402206650,174411,100.25,0.02,0.02,12,10000,0.005,20230609,102.33,98.32,20220913,202306
TA,TA305,1.0,CZCE,5612.0,5652.0,5580.0,5620.0,2388678,13410038292,1329061,5614.0,0.07,0.07,6,5,2.0,20230517,6032.0,5348.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.875,100.875,100.78,100.83,47305,47691093000,98701,100.84,0.012,0.012,12,10000,0.005,20230609,102.105,99.685,20220913,202306
TS,TS2306,1.0,CFFEX,100.76,100.775,100.73,100.76,32136,64753023900,59703,100.765,0.005,0.005,12,20000,0.005,20230609,101.275,100.275,20220913,202306
UR,UR305,1.0,CZCE,2466.0,2501.0,2462.0,2493.0,155751,387508488,176582,2488.0,0.08,0.08,2,20,1.0,20230517,2647.0,2299.0,20220519,202305
v,v2305,1.0,DCE,6340.0,6344.0,6241.0,6254.0,775758,24453619325,620017,6304.0,0.11,0.11,6,5,1.0,20230517,6868.0,5852.0,20220519,202305
WH,WH305,1.0485245901639344,CZCE,,,,,0,0,0,3198.0,0.15,0.15,2,20,1.0,20230517,3646.0,2750.0,20220519,202305
wr,wr2305,1.0,SHFE,4945.0,4950.0,4868.0,4871.0,89,4370380,61,4910.0,0.13,0.13,2,10,1.0,20230515,5491.0,4402.0,20220517,202305
y,y2305,1.0,DCE,8394.0,8456.0,8366.0,8370.0,428350,36001599980,420666,8404.0,0.09,0.09,6,10,2.0,20230517,9086.0,7742.0,20220519,202305
ZC,ZC304,1.0,CZCE,,,,,0,0,0,801.4,0.5,0.5,6,100,0.2,20230410,961.8,641.0,20220412,202304
zn,zn2304,1.0,SHFE,22960.0,23035.0,22730.0,22740.0,94718,10833706175,82506,22875.0,0.14,0.14,4,5,5.0,20230417,25630.0,20135.0,20220418,202304
