Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth,Session
a,a2203,1.0,DCE,5959.0,6000.0,5953.0,6000.0,124226,7431649100,127212,5982.0,0.12,0.12,6,10,1.0,20220314,6406.0,5458.0,20210315,202203,210000-230000;090000-101500;103000-113000;133000-150000
ag,ag2206,1.0,SHFE,4988.0,5118.0,4973.0,5081.0,726000,55131336600,544280,5062.0,0.12,0.12,3,15,1.0,20220615,5450.0,4459.0,20210616,202206,210000-023000;090000-101500;103000-113000;133000-150000
al,al2203,1.0,SHFE,21600.0,21805.0,21280.0,21430.0,342074,36821851600,217675,21525.0,0.1,0.1,4,5,5.0,20220315,23205.0,19770.0,20210316,202203,210000-010000;090000-101500;103000-113000;133000-150000
AP,AP205,1.0,CZCE,8849.0,8955.0,8805.0,8947.0,138753,12323825100,139022,8882.0,0.15,0.15,2,10,1.0,20220518,9604.0,8018.0,20210520,202205,090000-101500;103000-113000;133000-150000
au,au2206,1.0,SHFE,378.42,379.78,377.52,378.22,96909,36704525700,124470,378.74,0.08,0.08,3,1000,0.02,20220615,399.58,354.36,20210518,202206,210000-023000;090000-101500;103000-113000;133000-150000
b,b2202,1.0,DCE,4455.0,4517.0,4446.0,4492.0,33628,1503896800,15283,4472.0,0.09,0.09,6,10,1.0,20220218,4822.0,4108.0,20210222,202202,210000-230000;090000-101500;103000-113000;133000-150000
bb,bb2202,1.0,DCE,,,,373.3,0,0,0,373.3,0.4,0.4,2,500,0.05,20220218,410.6,336.0,20210222,202202,090000-101500;103000-113000;133000-150000
bc,bc2203,1.0,SHFE,63400.0,63990.0,63030.0,63480.0,9507,3020674600,7110,63540.0,0.1,0.1,4,5,10.0,20220315,68010.0,57940.0,20210316,202203,210000-010000;090000-101500;103000-113000;133000-150000
bu,bu2206,1.0,SHFE,3642.0,3642.0,3536.0,3594.0,534722,19203897800,534869,3590.0,0.1,0.1,6,10,2.0,20220615,3900.0,3322.0,20200616,202206,210000-230000;090000-101500;103000-113000;133000-150000
c,c2205,1.0,DCE,2756.0,2765.0,2733.0,2736.0,562200,15445459700,1179588,2747.0,0.11,0.11,6,10,1.0,20220518,2938.0,2554.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
CF,CF205,1.0,CZCE,21735.0,21810.0,21570.0,21660.0,240754,26086549500,430491,21670.0,0.1,0.1,6,5,5.0,20220518,23750.0,19820.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
CJ,CJ205,1.0,CZCE,13850.0,13870.0,13495.0,13565.0,12386,844555100,44438,13635.0,0.18,0.18,2,5,5.0,20220518,15025.0,12285.0,20210520,202205,090000-101500;103000-113000;133000-150000
cs,cs2203,1.0,DCE,3135.0,3150.0,3123.0,3126.0,111117,3487986000,139448,3139.0,0.07,0.07,6,10,1.0,20220314,3326.0,2950.0,20210315,202203,210000-230000;090000-101500;103000-113000;133000-150000
cu,cu2203,1.0,SHFE,71190.0,71880.0,70790.0,71290.0,94910,33834779800,154349,71290.0,0.1,0.1,4,5,10.0,20220315,76500.0,65170.0,20210316,202203,210000-010000;090000-101500;103000-113000;133000-150000
CY,CY205,1.0,CZCE,28995.0,29185.0,28860.0,29060.0,2313,335821200,4450,29040.0,0.1,0.1,6,5,5.0,20220518,31715.0,26475.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
eb,eb2202,1.0,DCE,8585.0,8585.0,8322.0,8325.0,171674,7238983500,47007,8433.0,0.12,0.12,6,5,1.0,20220223,9453.0,7735.0,20210224,202202,210000-230000;090000-101500;103000-113000;133000-150000
eg,eg2205,1.0,DCE,5386.0,5400.0,5205.0,5237.0,399608,21104002900,219209,5281.0,0.11,0.11,6,10,1.0,20220526,5781.0,4925.0,20210527,202205,210000-230000;090000-101500;103000-113000;133000-150000
fb,fb2202,1.0,DCE,1266.0,1300.0,1266.0,1298.0,4347,55824800,1079,1284.0,0.1,0.1,2,10,0.5,20220218,1327.5,1201.5,20210222,202202,090000-101500;103000-113000;133000-150000
FG,FG205,1.0,CZCE,2126.0,2205.0,2108.0,2190.0,505994,21786397500,285230,2153.0,0.15,0.15,6,20,1.0,20220518,2354.0,1926.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
fu,fu2205,1.0,SHFE,3159.0,3182.0,3083.0,3126.0,397320,12421869100,407305,3126.0,0.1,0.1,6,10,1.0,20220429,3390.0,2887.0,20210506,202205,210000-230000;090000-101500;103000-113000;133000-150000
hc,hc2205,1.0,SHFE,4830.0,4858.0,4785.0,4822.0,366316,17662130300,801244,4821.0,0.1,0.1,6,10,1.0,20220516,5196.0,4427.0,20210518,202205,210000-230000;090000-101500;103000-113000;133000-150000
i,i2205,1.0,DCE,744.5,761.5,741.5,755.5,730613,55000508100,631370,752.5,0.12,0.12,6,100,0.5,20220518,812.5,665.5,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
IC,IC2202,1.0,CFFEX,7072.2,7077.0,6988.8,7009.2,49307,69248926240,77434,7002.2,0.14,0.14,11,200,0.2,20220218,7793.6,6376.8,20211220,202202,093000-113000;130000-150000
IF,IF2202,1.0,CFFEX,4824.0,4835.0,4782.2,4805.2,58045,83716748580,61951,4797.2,0.12,0.12,11,300,0.2,20220218,5324.2,4356.2,20211220,202202,093000-113000;130000-150000
IH,IH2202,1.0,CFFEX,3237.8,3249.6,3217.2,3236.6,32092,31128319140,36776,3231.6,0.12,0.12,11,300,0.2,20220218,3569.2,2920.4,20211220,202202,093000-113000;130000-150000
j,j2205,1.0,DCE,3009.0,3012.0,2897.5,2907.5,34920,10292655300,28885,2947.0,0.2,0.2,6,100,0.5,20220518,3391.0,2507.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
jd,jd2205,1.0,DCE,4050.0,4074.0,4042.0,4054.0,91206,3701367200,133650,4058.0,0.09,0.09,2,10,1.0,20220526,4364.0,3718.0,20210527,202205,090000-101500;103000-113000;133000-150000
jm,jm2205,1.0,DCE,2300.0,2307.5,2201.5,2206.5,46464,6281189100,36644,2253.0,0.2,0.2,6,60,0.5,20220518,2605.5,1926.5,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
JR,JR203,1.0,CZCE,,,,,0,0,0,2709.0,0.06,0.06,2,20,1.0,20220314,2845.0,2573.0,20210315,202203,090000-101500;103000-113000;133000-150000
l,l2205,1.0,DCE,8989.0,9000.0,8806.0,8967.0,525497,23437462500,324503,8920.0,0.1,0.1,6,5,1.0,20220518,9571.0,8319.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
lh,lh2203,1.0,DCE,13920.0,13965.0,13810.0,13850.0,12686,2817406800,55030,13880.0,0.15,0.15,2,16,5.0,20220328,14950.0,12740.0,20210329,202203,090000-101500;103000-113000;133000-150000
LR,LR203,1.0,CZCE,,,,,0,0,0,2973.0,0.06,0.06,2,20,1.0,20220314,3271.0,2675.0,20210315,202203,090000-101500;103000-113000;133000-150000
lu,lu2204,1.0,SHFE,4051.0,4066.0,3940.0,4007.0,55704,2229681300,61017,4002.0,0.1,0.1,6,10,1.0,20220331,4380.0,3731.0,20210401,202204,210000-230000;090000-101500;103000-113000;133000-150000
m,m2205,1.0,DCE,3239.0,3281.0,3228.0,3270.0,941279,30662234300,1302675,3257.0,0.08,0.08,6,10,1.0,20220518,3446.0,2996.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
MA,MA205,1.0,CZCE,2786.0,2824.0,2744.0,2795.0,1377889,38315524400,1038485,2781.0,0.1,0.1,6,10,1.0,20220518,3064.0,2558.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
ni,ni2202,1.0,SHFE,175600.0,179780.0,174480.0,178040.0,405214,71607367900,105882,176710.0,0.13,0.13,4,1,10.0,20220215,189640.0,152050.0,20210208,202202,210000-010000;090000-101500;103000-113000;133000-150000
nr,nr2204,1.0,SHFE,12090.0,12140.0,11745.0,11785.0,32926,3917951700,33373,11895.0,0.1,0.1,6,10,5.0,20220415,13105.0,11160.0,20210416,202204,210000-230000;090000-101500;103000-113000;133000-150000
OI,OI205,1.0,CZCE,12270.0,12435.0,12236.0,12424.0,321346,39607485000,208885,12325.0,0.08,0.08,6,10,1.0,20220518,13062.0,11352.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
p,p2205,1.0,DCE,9416.0,9548.0,9372.0,9526.0,622262,58798890700,517617,9448.0,0.1,0.1,6,10,2.0,20220518,10116.0,8620.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
pb,pb2203,1.0,SHFE,15705.0,15795.0,15580.0,15675.0,65787,5149683500,55964,15655.0,0.1,0.1,4,5,5.0,20220315,16950.0,14435.0,20210316,202203,210000-010000;090000-101500;103000-113000;133000-150000
PF,PF205,1.0,CZCE,7516.0,7542.0,7302.0,7344.0,160761,5953721200,109992,7408.0,0.08,0.08,6,5,2.0,20220518,8084.0,7024.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
pg,pg2202,1.0,DCE,4810.0,4880.0,4731.0,4820.0,130322,12540483900,18916,4811.0,0.11,0.11,6,20,1.0,20220223,5049.0,4301.0,20210224,202202,210000-230000;090000-101500;103000-113000;133000-150000
PK,PK204,1.0,CZCE,8024.0,8052.0,7920.0,7992.0,160303,6400892200,216665,7986.0,0.08,0.08,2,5,2.0,20220418,8590.0,7466.0,20210416,202204,090000-101500;103000-113000;133000-150000
PM,PM203,1.0,CZCE,,,,,0,0,0,2421.0,0.06,0.06,2,50,1.0,20220314,2664.0,2178.0,20210315,202203,090000-101500;103000-113000;133000-150000
pp,pp2205,1.0,DCE,8576.0,8585.0,8401.0,8535.0,694764,29539453100,335313,8503.0,0.1,0.1,6,5,1.0,20220518,9135.0,7941.0,20210520,202205,210000-230000;090000-101500;103000-113000;133000-150000
